Lemma_Sense_Id;Example_Sentence_From;Example_Sentence_To
5923;I felt hostility in his voice.;Cítil jsem nepřátelství v jeho hlase.
5924;I can't smell with this cold that I have.;S tou rýmou vůbec nic necítím. S tou rýmou jsem úplně ztratil čich.
5925;She smelled garlic and knew that her friend was cooking.;Ucítila česnek a bylo jí jasné, že její přítel vaří.
5926;I tasted a little cinnamon in the pasta.;Cítil jsem v těch těstovinách trochu skořice.
5927;I feel like a complete idiot.;null
5927;I feel stupid.;Připadám si hloupý.
5928;He suddenly sensed another person in the room.;Najednou vycítil ( or: vytušil), že je v místnosti další osoba.
5935;The process of manufacturing chairs is quite complex.;Postup ( or: proces) výroby křesel je poměrně složitý.
5936;There is a set process for applying for a passport.;Pro vydávání pasu je předepsaný postup ( or: předepsaná procedura).
5937;The advance of the killer bees throughout the country can't be stopped.;Postup vraždících včel zemí nelze zastavit.
5945;It's not my policy to kiss on the first date.;Nemám ve zvyku líbat se na prvním rande.
5946;His method of persuasion involves both charm and intimidation.;Jeho způsob přesvědčování zahrnuje šarm i zastrašování.
5956;Don't try to lift the box. It is heavy.;Nesnaž se tu krabici zvednout. Je těžká.
5960;That exam was really hard!;Ta zkouška byla opravdu těžká ( or: obtížná).
5961;It is difficult to balance a ball on your head.;Je těžké udržet balón na hlavě.
5962;This dessert is rich.;Tento zákusek je vydatný.
5973;He has over a million dollars in assets.;Měl majetek v hodnotě přes milión dolarů.
5974;These boxes contain all my property.;V těch krabicích je celý můj majetek.
5975;This printer is my property.;Ta tiskárna je v mém vlastnictví.
5976;You could see that they had wealth by their expensive vacations.;Na nákladných dovolených, které si dopřávali, bylo vidět, že mají peníze.
5980;She is worth over five hundred million dollars.;Má majetek v hodnotě přes pět set miliónů dolarů.
5982;You can watch TV after you've eaten.;Můžeš se dívat na televizi, až se najíš.
5983;He went to the post office, then he went to the bank.;Šel na poštu, a pak do banky.
5984;He will review the facts and, consequently, decide what to do.;Chce přezkoumat fakta a poté se rozhodnout, co bude dělat.
5992;The glass fell off the table.;Sklenice dopadla mimo stůl.
5993;Keep the soy sauce apart from the rice until you eat it.;null
5994;I will be off on Friday and respond to your messages on Monday.;V pátek budu mít volno a na Vaše zprávy odpovím až v pondělí.
5995;You're safe here. They can't get you now.;Tady jsi v bezpečí ( or: mimo nebezpečí). Nedostanou tě.
5996;He didn't have his shoes on: Moreover, he didn't have a shirt on.;Neměl obuté boty - a co více, neměl ani košili.
6005;We ask all those who can to help.;Zeptáme se všech, kteří mohou pomoci.
6006;The knife enabled him to cut open the box.;Pomocí toho nože se mu podařilo otevřít tu krabici.
6011;Dictionaries can be of some help when writing essays.;Slovníky mohou při psaní seminárních prací pomoci ( or: pomáhat).
6012;She was a great help.;Moc mi pomohla.
6013;He helped me start my car.;Pomohl mi nastartovat auto.
6014;The work of the volunteers benefits the community.;Dobrovolnická práce prospívá ( or: prospěje) společnosti.
6015;He advanced his career by winning clients.;Pomohl své kariéře tím, že si získával klienty.
6033;She opened the door and walked out of the house.;Otevřela ( or: odemkla) dveře a vyšla ven z domu.
6034;She opened the bottle of wine with a corkscrew.;Otevřela tu láhev vína vývrtkou.
6035;He opened the box with some scissors.;Otevřel tu krabici nějakými nůžkami.
6036;Can you access that file or is it blocked?;Daří se ti otevřít ten soubor nebo je zablokovaný?
6046;His handshake was a significant gesture considering their past disagreements.;Potřesení rukou bylo vzhledem k jejich minulým rozporům významným gestem.
6047;Beethoven's Ninth is one of the great pieces of music of its era.;Beethovenova Devátá je jedním z významných děl své éry.
6048;Churchill was one of Britain's great leaders.;Churchill byl jedním z nejvýznamnějších britských lídrů.
6049;He made an important decision.;Udělal důležité ( or: závažné) rozhodnutí.
6050;Listen to what I have to say. It is important.;Poslouchejte, co říkám. Je to důležité ( or: závažné).
6051;Melville was a major influence in his writing.;Melville měl zásadní vliv na styl jeho psaní.
6052;The death of the rebel leader was a significant turning point.;Smrt vůdce vzbouřenců byla významným ( or: důležitým) bodem obratu.
6053;Thomas Jefferson was very influential in the founding of the United States.;Thomas Jefferson byl během zakládání Spojených států velmi vlivnou (or:významnou) osobou
6069;He is searching for his keys.;Hledá klíče.
6070;The detective is seeking some clues to the crime.;Detektiv hledal nějaké indicie k vyřešení zločinu.
6088;I asked him to stop, but he did it anyway.;Řekl jsem mu, aby toho nechal, ale on to stejně ( or: přesto) udělal.
6089;She didn't like the price. Nevertheless, she bought it anyway.;Ta cena se jí nezdála, ale přesto to koupila.
6096;You will need to give your address, and other personal data.;Musíte poskytnout svou adresu a jiná osobní data.
6097;This is personal information. Please do not repeat it to anyone else.;To je osobní informace. Neříkej to prosím nikomu jinému.
6098;Don't ask him any questions about his private life.;Neptej se ho na jeho osobní život.
6103;The boy stood in the center of the circle.;Chlapec stál uprostřed kruhu.
6110;The focus of our attention should be on how we can help.;Středobodem naší pozornosti by mělo být to, jak můžeme pomoci.
6111;The heart of the city is alive with bars and restaurants.;V srdci města je mnoho barů a restaurací.
6112;You should shop at the outlets. The clothes are cheaper there.;Měl bys nakupovat v nákupních centrech. Oblečení tam je levnější.
6118;His family's support throughout his divorce was important to him.;Podpora rodiny během rozvodu byla pro něj důležitá.
6119;He lived on welfare for many years.;Mnoho let byl na podpoře.
6131;Doctor Jones is a thoracic surgeon.;Doktor Jones se specializuje na hrudní chirurgii.
6138;The donkey can carry a heavy burden.;Osel unese těžký náklad.
6139;She carried the heavy load up the hill.;Vynesla těžké břemeno ( or: břímě) na kopec.
6149;He took three steps before he stopped and turned.;Udělal tři kroky, a pak se zastavil a otočil.
6150;This next tango step is difficult, so pay attention.;Příští krok je těžký, tak dávej pozor.
6167;I believe God exists.;Věřím v Boha. Věřím v existenci Boha.
6168;He said he saw it and I believe him.;Řekl, že to viděl, a já mu důvěřuji ( or: věřím).
6169;I believe that it won't rain tomorrow, but I'm not sure.;Věřím, že zítra nebude pršet, ale jistý si nejsem.
6170;She trusts his words.;Věří ( or: důvěřuje) jeho slovům.
6171;I trust my brother.;Mám důvěru ve svého bratra.
6177;Anna wants to change the agreement.;Anna chce změnit ( or: pozměnit, or: měnit, or: přepsat) tu smlouvu.
6178;The caterpillar changed itself to become a butterfly.;Housenka se proměnila v motýla.
6197;Governor, may I present to you Mr Johnson?;Pane guvernére, mohu vám představit pana Johnsona?
6198;I would like to introduce you to Mr Johnson.;Rád bych vás představil panu Johnsonovi.
6200;They released the movie with a party in Los Angeles.;Uvolnili ten film na velké party v Los Angeles.
6201;Try to picture Leslie in a tuxedo.;Představ si Leslieho ve smokingu.
6202;The colour red represents blood.;Rudou barvou lze vyjádřit krev.
6203;Let me introduce my theory.;Dovolte mi, abych představil svou teorii.
6212;Few people know that Schumann's wife was also a gifted composer.;Jen málo ( or: pár) lidí ví, že Schumannova druhá žena byla také nadanou skladatelkou.
6213;I'm going to buy a couple of apples.;Jdu si koupit pár jablek.
6214;Are you two a couple?;Vy dva jste pár?
6215;One cannot buy a single shoe, one must buy a pair.;Není možné koupit si jen jednu botu, musí se koupit celý pár.
6216;The lovers are an inseparable pair.;Milenci jsou nerozlučný pár.
6218;I ate some chocolates, but not many.;Snědl jsem nějaké čokoládové bonbóny, ale nebylo jich moc.
6219;Several things have to be done today.;Dnes je třeba udělat několik věcí.
6224;Could you spare a few minutes of your time?;null
6228;The contrast between their personalities created a lot of conflict.;Rozdíl ( or: rozpor) mezi jejich povahami způsobil mnoho sporů.
6229;Unlike his father, he did not drink alcohol.;Na rozdíl od svého otce nepil alkohol.
6230;You should know the difference between cars and trucks.;Měl bys znát rozdíl mezi auty a náklaďáky.
6234;Which portion would you like: the small, the medium or the large?;Jakou porci si budete přát: malou, střední nebo velkou?
6238;I took two years of Spanish in school.;Na střední škole jsem měl dva roky španělštinu.
6239;He is of medium height.;Je střední výšky.
6240;The high school has a new French teacher.;Střední škola má nového francouzštináře.
6257;What form will the training take?;Jakou podobu ( or: formu) bude mít ten trénink?
6258;The candy was in the shape of an egg.;Ta sladkost byla ve tvaru vajíčka.
6261;The cancer patient is in stable condition.;Stav toho pacienta s rakovinou je stabilizovaný.
6265;What is the source of this information?;Co je zdrojem této informace?
6271;We went to the theatre together.;Do divadla jsme šli spolu ( or: společně).
6272;Together with his partner, he formed a business.;Společně se svým partnerem založil podnik.
6273;When Joe goes to the shops, his sister likes to come along too.;Když jde Joe do obchodu, chce jeho setra jít s ním.
6286;She looked good in the black dress.;Vypadala v těch černých šatech dobře.
6287;The nice black lady gave me directions to the bank.;Ta milá černá dáma mi ukázala cestu k bance.
6295;Can I give you a hand?;Potřebujete pomoc?
6296;Can I give you some help?;Potřebujete pomoc?
6297;The organisation provides financial relief for survivors of natural disasters.;Ta organizace poskytuje pomoc lidem, kteří přežili přírodní pohromy.
6308;He went to the post office, then he went to the bank.;Šel na poštu, a pak do banky.
6309;He will review the facts and, consequently, decide what to do.;Chce přezkoumat fakta a poté se rozhodnout, co bude dělat.
6314;I'm going to write a letter to my friend.;Chystám se psát ( or: napsat) svému příteli.
6315;Rachel is learning to write.;Rachel se učí psát.
6316;Let me draft a letter and I'll show it to you before I send it.;Počkej, napíšu dopis a ukážu ti ho, než ho pošlu.
6317;I can read, but I can't spell very well.;Umím číst, ale neumím moc dobře psát.
6318;The reporter reviewed the new product for the newspaper.;Reportér psal ( or: napsal) pro noviny recenzi o novém výrobku.
6319;We will have to type the essay.;Tu práci máme psát ( or: napsat) na počítači.
6320;Mr. Jones never learned how to type.;Pan Jones se nikdy nenaučil psát všemi deseti.
6321;The lawyer drew up the contract for the agreement.;Právník sepsal k tomu ujednání smlouvu.
6322;He entered his name on the first line of the form.;Napsal své jméno na první řádek formuláře. Vepsal své jméno do prvního řádku formuláře.
